FU,FS,PN,PP,DIN
Bananas,0.0335035607296366,0.0,0.5630333225252655,3.6522224126001217
Conservation,271.18396874892426,1294.073821138688,420.0998432349925,361.1096383068796
Cropping,0.91134149505488,0.2536595907718208,0.11963860369987417,0.6102473517071841
Dairy,0.0,0.0,0.0,0.0
Forestry,0.8501878973871783,5.560913198071259,2.25860903817164,0.8918204701045362
Grazing,89.58788817001364,351.23605585414157,106.4795812143511,151.43183208644848
Horticulture,0.09892053606981045,0.03645130780173463,0.015300554563528551,0.8063754490593724
Stream,31.947480683772202,23.42712543351219,13.034159833181358,0.11350671033338801
Sugarcane,0.0,0.0,0.0,0.0
Urban + Other,1.489384307207231,0.34624320754588406,0.12205544601460391,10.167717248323184
